Scenes	Sl. No.	Start_time	End_time	Utterance	Label	Speaker
Scene_5	198	0:10:14.160000	0:00:04.040000	मेरे प्यारे से चिंटू के लिए मैं दूसरी कोकी कहाँ से लाउंगा?	humor	Keshu,u194a
Scene_5	199	0:10:18.280000	0:00:02.080000	प्रेमा जी!	humor	Keshu,u194a
Scene_5	200	0:10:21.960000	0:00:01.240000	प्रेमा जी!	non-humor	Keshu,u194a
Scene_5	201	0:10:24.280000	0:00:01.240000	ऐक्सक्यूज मी।	humor	Dilruba,u200
Scene_5	202	0:10:27.400000	0:00:01.480000	आप की बीवी मर गई है।	non-humor	Dilruba,u200
Scene_5	203	0:10:29.040000	0:00:02.960000	तो, मेरी बीवी से लिपट लिपट कर क्यो रो रहे हो?	humor	Dilruba,u200
Scene_5	204	0:10:32.800000	0:00:01.840000	मुझसे लिपट के रोओ ना!	humor	Dilruba,u200
Scene_5	205	0:10:37	0:00:01.040000	हट!	humor	Keshu,u204
Scene_5	206	0:10:38.560000	0:00:01.920000	प्रेमा जी!	humor	Keshu,u204
Scene_5	207	0:10:40.840000	0:00:02.480000	मैं विधुर हो गया, प्रेमा जी!	humor	Keshu,u204
						
Scene_6	208	0:10:52.920000	0:00:04.320000	कोकि...ला ।।	humor	Keshu,u-
Scene_6	209	0:10:58.680000	0:00:04	कोकि...ला ।।	humor	Keshu,u-
Scene_6	210	0:11:03.560000	0:00:04.320000	पापा .. बड़बड़ आंटी आ रहीं हैं।	non-humor	Chintu,u209
Scene_6	211	0:11:08.320000	0:00:04.040000	बेटा, तेरी मम्मी कहां चली गई?	non-humor	Keshu,u210
Scene_6	212	0:11:12.440000	0:00:01.280000	केशू पा जी	non-humor	Pinki,u211
Scene_6	213	0:11:13.880000	0:00:01.280000	पिंकी आंटी!	humor	Keshu,u212
Scene_6	214a	0:11:15.240000	0:00:00.564000	है!	non-humor	Pinki,u213
Scene_6	214b	0:11:15.854000	0:00:01.266000	पिंकी!	non-humor	Keshu,u214a
Scene_6	215	0:11:19.720000	0:00:03.600000	मेरी कोकिला मुझे छोड़ कर चली गई!	humor	Keshu,u214a
Scene_6	216	0:11:26.120000	0:00:02.280000	मेरा तो सब चला गया!	non-humor	Keshu,u214a
Scene_6	217	0:11:36.840000	0:00:04.200000	पिंकी, पता है एक बार कोकिला ने मुझसे क्या कहा था?	non-humor	Keshu,u214a
Scene_6	218a	0:11:41.120000	0:00:00.573333	ऐ, केशू।	non-humor	Koki,u-
Scene_6	218b	0:11:41.743333	0:00:01.096667	बोल ना, कोकी। '	non-humor	Keshu,u218a
Scene_6	219	0:11:43.160000	0:00:02.760000	कल को अगर मैं गुजर गई, तो तुम पागल नहीं हो जाओगे ?'	non-humor	Koki,u218b
Scene_6	220	0:11:46.160000	0:00:00.880000	याद है?	non-humor	Keshu,u219
Scene_6	221	0:11:48.240000	0:00:02.560000	हां, केशू पा जी, बहुत अच्छे से याद है।	humor	Pinki,u220
Scene_6	222	0:11:51.720000	0:00:02.320000	और ये भी याद है आपने जवाब क्या दिया था।	non-humor	Pinki,u220
Scene_6	223	0:11:54.920000	0:00:01.360000	पागल! पिंकी!	humor	Keshu,u222
Scene_6	224	0:11:57.760000	0:00:02.280000	मैं क्यों नहीं हो जाता?	humor	Keshu,u222
Scene_6	225	0:12:02.560000	0:00:03.080000	मैं क्यों नहीं हो जाता, पिंकी पागल?	humor	Keshu,u222
Scene_6	226	0:12:07.520000	0:00:02.760000	केशू पा जी, शांत हो जाओ ।। शांत हो जाओ ।।	non-humor	Pinki,u225
Scene_6	227	0:12:11.720000	0:00:02.080000	मैं नहीं जी सकता।	non-humor	Keshu,u226
Scene_6	228	0:12:15.880000	0:00:02.600000	मैं सकता नहीं जी!	humor	Keshu,u226
Scene_6	229	0:12:20.280000	0:00:01.680000	केशू पा जी, शांत हो जाओ	non-humor	Pinki,u228
Scene_6	230	0:12:22.040000	0:00:01.880000	देखो, ये ना मेरी भांजी है।	non-humor	Pinki,u228
Scene_6	231	0:12:24	0:00:01.840000	ये कुछ दिनों के लिए ना यहीं रहेगी।	humor	Pinki,u228
Scene_6	232	0:12:28.960000	0:00:02.360000	मेरा मतलब, चिंटू की देखभाल के लिए।	non-humor	Pinki,u228
Scene_6	233	0:12:31.520000	0:00:01.920000	आपके लिए भी खाना बना दिया करेगी।	non-humor	Pinki,u228
Scene_6	234	0:12:33.520000	0:00:00.960000	नाम क्या है इसका?	non-humor	Keshu,u233
Scene_6	235	0:12:35.120000	0:00:02.080000	गौरी, अपना नाम तो बताओ।	humor	Pinki,u234
Scene_6	236	0:12:38.520000	0:00:01.640000	शर्म आती है मुझे।	humor	Koki,u235
Scene_6	237	0:12:40.240000	0:00:01.960000	अपना नाम बताने में काहें की शर्म?	non-humor	Keshu,u236
Scene_6	238	0:12:43.640000	0:00:01.280000	अपना नाम, बताओ गौरी।	humor	Keshu,u236
Scene_6	239	0:12:45.320000	0:00:02.560000	कहां ना, शर्म आती है मुझे।	humor	Koki,u238
Scene_6	240	0:12:47.960000	0:00:01.080000	इसकी शादी हो गई?	non-humor	Keshu,u239
Scene_6	241	0:12:49.240000	0:00:01.280000	कुवारी हूं।	humor	Koki,u240
Scene_6	242	0:12:50.600000	0:00:01	कुवारी हैं	non-humor	Keshu,u241
Scene_6	243	0:12:51.680000	0:00:01.600000	तो फिर चेहरा दिखाने में क्या प्रॉबलम है?	non-humor	Keshu,u241
Scene_6	244	0:12:53.360000	0:00:03.080000	हमारे यहां ना, शादी से पहले चेहरा नहीं दिखाते।	humor	Koki,u243
Scene_6	245	0:12:56.520000	0:00:02.560000	पिंकी, नौकरानी मुझे नहीं चाहिए।	non-humor	Keshu,u244
Scene_6	246	0:13:01.080000	0:00:02.560000	मुझे नहीं चाहिए नौकरानी, पिंकी!	non-humor	Keshu,u244
Scene_6	247	0:13:03.720000	0:00:02.160000	केशू पा जी, ये नौकर नहीं है।	non-humor	Pinki,u246
Scene_6	248	0:13:05.960000	0:00:01.640000	अपना घर समझ कर रहेगी।	non-humor	Pinki,u246
Scene_6	249a	0:13:07.680000	0:00:00.492000	अच्छा?	humor	Keshu,u248
Scene_6	249b	0:13:08.222000	0:00:01.098000	हाँ।	non-humor	Pinki,u249a
Scene_6	250	0:13:12.360000	0:00:02.680000	हां, वो क्या है ना, यात्रा के दौरान	non-humor	Pinki,u249a
Scene_6	251	0:13:15.080000	0:00:01.920000	चिंटू को इनकी आदत सी हो गई थी।	non-humor	Pinki,u249a
Scene_6	252	0:13:17.080000	0:00:01.840000	और इसी की तो गोदी में था चिंटू।	humor	Pinki,u249a
Scene_6	253	0:13:19.240000	0:00:01.440000	गोद में लेती है, बेटा?	humor	Keshu,u252
Scene_6	254	0:13:21.320000	0:00:02.280000	हां पापा। और मम्मी ने कहा था	non-humor	Chintu,u253
Scene_6	255	0:13:23.680000	0:00:01.160000	अगर मुझे कुछ हो जाए	non-humor	Chintu,u253
Scene_6	256	0:13:24.920000	0:00:02.120000	तो उन्हें अपनी मम्मी समझ लेना।	non-humor	Chintu,u253
Scene_6	257	0:13:28.440000	0:00:01.720000	मम्मी ने तूझे कहा था?	non-humor	Keshu,u256
Scene_6	258	0:13:30.560000	0:00:01.520000	मुझे, यहां लग गई।	humor	Keshu,u256
Scene_6	259	0:13:34.640000	0:00:01.720000	समझ ले बेटा, समझ ले।।	non-humor	Keshu,u256
						
Scene_7	260	0:13:49.530000	0:00:00.960000	बस बस ..	non-humor	Bombay wala,u-
Scene_7	261	0:13:51.890000	0:00:02.840000	बेचारे केशव के दिल पर क्या बीत रही होगी!	non-humor	Lakshmi,u260
Scene_7	262	0:13:55.450000	0:00:01.280000	सो सैड!	non-humor	Maria,u261
Scene_7	263a	0:13:57.690000	0:00:00.858000	पांडे, डीकरा ..	non-humor	Bombay wala,u262
Scene_7	263b	0:13:58.598000	0:00:00.652000	बस!	humor	Pandey,u263a
Scene_7	264	0:14:01.330000	0:00:05.760000	पांडे जी, सुना है कि कुलकर्णी जी की बीवी स्वभाव में बहुत अच्छी थी।	non-humor	Bombay wala,u263b
Scene_7	266a	0:14:13.930000	0:00:00.600000	गोखले।	non-humor	Keshu's boss,u264
Scene_7	266b	0:14:14.580000	0:00:01.150000	यश सर?	non-humor	Gokhale,u266a
Scene_7	267	0:14:17.050000	0:00:01.200000	आज पगार का दिन है	non-humor	Keshu's boss,u266b
Scene_7	268	0:14:18.330000	0:00:02.040000	फिर भी ऑफिस में इतना सन्नाटा। क्यों है भाई?	humor	Keshu's boss,u266b
Scene_7	269	0:14:22.650000	0:00:00.960000	क्या बताऊ, सर?	non-humor	Gokhale,u268
Scene_7	270a	0:14:24.250000	0:00:01.104000	अपने कुलकर्णी की बीवी ..	non-humor	Gokhale,u268
Scene_7	270b	0:14:25.404000	0:00:02.526000	फोर्थ फ्लोर पर आई है?	humor	Keshu's boss,u270a
Scene_7	271a	0:14:30.450000	0:00:01.530667	सर ..	non-humor	Gokhale,u270b
Scene_7	271b	0:14:32.030667	0:00:01.699333	ओहो!	non-humor	Keshu's boss,u271a
Scene_7	272	0:14:36.610000	0:00:03.440000	शांत शांत शात, हो जाइए ।।	non-humor	Keshu's boss,u271a
Scene_7	273	0:14:40.330000	0:00:01.840000	मायंकर, आप भी शांत हो जाइए।	non-humor	Keshu's boss,u271a
Scene_7	274	0:14:42.650000	0:00:01.080000	शांत, शात हो जाइए।	non-humor	Keshu's boss,u271a
Scene_7	275	0:14:43.810000	0:00:03.320000	और देखो, इस ऑफिस में फूट फूट कर तभी रोया जाता है	non-humor	Keshu's boss,u271a
Scene_7	276	0:14:47.210000	0:00:01.720000	जभी किसी की नौकरी चली गई हो।	humor	Keshu's boss,u271a
Scene_7	277a	0:14:50.650000	0:00:00.504000	और गोखले।	non-humor	Gokhale,u276
Scene_7	277b	0:14:51.204000	0:00:01.126000	यश सर?	non-humor	Keshu's boss,u277a
Scene_7	278	0:14:52.530000	0:00:04.680000	आज शाम को, सारे ऑफिस की स्टाफ की तरफ से, हम दोनो कुलकर्णी को विश करने जाएंगे।	humor	Keshu's boss,u277a
Scene_7	280a	0:14:57.250000	0:00:00.784000	आप ..	non-humor	Gokhale,u278
Scene_7	280b	0:14:58.084000	0:00:00.846000	अरे!	humor	Keshu's boss,u280a
Scene_7	281	0:15:01.010000	0:00:03.040000	सर, मेरा मतलब ऐसे समय पर विश नहीं करते सर।	humor	Gokhale,u280b
Scene_7	282	0:15:04.130000	0:00:01	तो?	non-humor	Keshu's boss,u281
Scene_7	283a	0:15:05.210000	0:00:01.280000	मिलने जाएंगे।	non-humor	Gokhale,u282
Scene_7	283b	0:15:06.540000	0:00:01.870000	ओके, मिलने जाएंगे।	non-humor	Keshu's boss,u283a
Scene_7	284	0:15:13.890000	0:00:01.280000	म-मायंकर ।।	non-humor	Keshu's boss,u283a
Scene_7	285	0:15:16.450000	0:00:01.120000	मायंकर ।।	non-humor	Keshu's boss,u283a
Scene_7	286	0:15:18.450000	0:00:01.440000	अरे मायंकर।	non-humor	Keshu's boss,u283a
Scene_7	287	0:15:20.450000	0:00:02.080000	अपनी बीवी के जाने पर कोई इतना नहीं रोता है।	humor	Keshu's boss,u283a
Scene_7	288	0:15:22.690000	0:00:02.080000	तो दूसरे की बीवी के जाने पर आप फूट-फूट कर क्यों रो रहे हैं ..	humor	Keshu's boss,u283a
Scene_7	289	0:15:27.810000	0:00:01.040000	बस बस बस..	non-humor	Keshu's boss,u283a
Scene_7	290	0:15:31.250000	0:00:01	शांत।	non-humor	Keshu's boss,u283a
Scene_7	291	0:15:33.050000	0:00:01.360000	शांत, मायंकर ।।	non-humor	Keshu's boss,u283a
						
Scene_8	292a	0:15:38.250000	0:00:01.104000	आइए आइए, सर। आइए	non-humor	Gokhale,u-
Scene_8	292b	0:15:39.404000	0:00:00.686000	हा।	non-humor	Keshu's boss,u292a
Scene_8	293	0:15:40.330000	0:00:01.680000	ग ग -गोखले।	non-humor	Keshu's boss,u292a
Scene_8	294	0:15:42.130000	0:00:02.240000	मैं क्या कह रहा हूं .. प्रेमा जी भी यहीं रहती हैं।	non-humor	Keshu's boss,u292a
Scene_8	295	0:15:44.450000	0:00:01.600000	तो पहले हम उनके वहां चलते हैं ना।	humor	Keshu's boss,u292a
Scene_8	296a	0:15:46.610000	0:00:01.489231	नहीं वो भी क्या उदास होगी ना।	humor	Keshu's boss,u292a
Scene_8	296b	0:15:48.149231	0:00:02.860769	क्या बात कर रहे हैं, सर।	non-humor	Gokhale,u296a
Scene_8	297a	0:15:51.170000	0:00:01.020000	क्यों मैंने कुछ गलत कहा?	non-humor	Keshu's boss,u292a
Scene_8	297b	0:15:52.240000	0:00:01.330000	बिलकुल गलत सर।	non-humor	Gokhale,u297a
Scene_8	298	0:15:54.010000	0:00:01.240000	क्या है ना, गोखले	non-humor	Keshu's boss,u297b
Scene_8	299	0:15:55.330000	0:00:02.160000	कभी ऐसे मौको पर जाना नहीं हुआ।	non-humor	Keshu's boss,u297b
Scene_8	300	0:15:57.770000	0:00:01.400000	फस्ट ऐक्सपीरिएन्स है।	non-humor	Keshu's boss,u297b
Scene_8	301	0:15:59.370000	0:00:02.520000	कुलकर्णी का भी यह फस्ट ऐक्सपीरिएन्स है।	non-humor	Gokhale,u300
Scene_8	303	0:16:01.930000	0:00:00.960000	क्या पता..	humor	Keshu's boss,u301
Scene_8	304	0:16:03.850000	0:00:01.840000	गोखले, मैं क्या सोच रहा हूं ..	non-humor	Keshu's boss,u301
Scene_8	305	0:16:05.890000	0:00:01.560000	ऐसे किसी के घर खाली हांथ जाना अच्छा नहीं लगता	non-humor	Keshu's boss,u301
Scene_8	306	0:16:07.490000	0:00:02.240000	तो बूके लेकर चलते है।	humor	Keshu's boss,u301
Scene_8	307a	0:16:09.810000	0:00:00.634667	आप ..	humor	Gokhale,u306
Scene_8	307b	0:16:10.494667	0:00:00.675333	ऐ!	non-humor	Keshu's boss,u307a
Scene_8	308	0:16:11.650000	0:00:01.880000	सर, मेरा मतलब है	non-humor	Gokhale,u307b
Scene_8	309	0:16:13.850000	0:00:02.080000	ऐसे मौकों पर बूके लेकर नहीं जाते हैं।	non-humor	Gokhale,u307b
Scene_8	310a	0:16:16.090000	0:00:00.353333	तो?	non-humor	Keshu's boss,u309
Scene_8	310b	0:16:16.493333	0:00:01.716667	मूड बनाओ मूड, सैड, उदास	humor	Gokhale,u310a
Scene_8	311	0:16:18.810000	0:00:02.080000	दु: खी।	humor	Gokhale,u310a
Scene_8	312	0:16:22.170000	0:00:00.960000	चलिए, सर।	non-humor	Gokhale,u310a
						
Scene_9	313	0:16:27.010000	0:00:01.520000	क्या कर सकते हैं कुलकर्णी।	non-humor	Gokhale,u-
Scene_9	314	0:16:28.850000	0:00:02.720000	जिंदगी और मौत तो ऊपर वाले के हाथ में है।	non-humor	Gokhale,u-
Scene_9	315	0:16:36.610000	0:00:01.040000	कुलकर्णी।	non-humor	Keshu's boss,u314
Scene_9	316	0:16:38.210000	0:00:01.440000	जो हुआ बहुत बुरा हुआ।	non-humor	Keshu's boss,u314
Scene_9	317	0:16:40.130000	0:00:03.200000	वैसे, मीसेज कुलकर्णी बहुत अच्छी महिला थीं।	non-humor	Keshu's boss,u314
Scene_9	318a	0:16:43.690000	0:00:00.880000	है ना, गोखले?	non-humor	Keshu's boss,u314
Scene_9	318b	0:16:44.620000	0:00:01.270000	राइट, सर।	non-humor	Gokhale,u318a
Scene_9	319	0:16:45.970000	0:00:02.040000	सर, मुझे तो यकीन ही नहीं होता। ऐसा लगता है	non-humor	Gokhale,u318a
Scene_9	320	0:16:48.090000	0:00:01.960000	किचन से अभी कोकी भाभी ट्रे ले के आएगी।	non-humor	Gokhale,u318a
Scene_9	321	0:16:50.130000	0:00:01.600000	तुम मुर्ख हो! कुछ भी बोलता है!	humor	Keshu,u320
Scene_9	322	0:16:51.810000	0:00:00.920000	ऐसे कैसे आएगी।	non-humor	Keshu,u320
Scene_9	323	0:16:53.810000	0:00:01.040000	अरे	non-humor	Keshu's boss,u322
Scene_9	324	0:17:04.290000	0:00:02.560000	ये कौन थी, कुलकर्णी?	non-humor	Keshu's boss,u322
Scene_9	325	0:17:07.330000	0:00:01.840000	पता नहीं, सर। अभी तक डीसाइड नहीं किया है।	humor	Keshu,u324
Scene_9	326	0:17:09.250000	0:00:00.960000	ऐं!	non-humor	Keshu's boss,u325
Scene_9	327	0:17:10.930000	0:00:01.600000	मतलब, मेरा पड़ोसन है।	humor	Keshu,u326
Scene_9	328a	0:17:12.770000	0:00:01.493333	यानि, प्रेमा जी हैं?	humor	Keshu's boss,u327
Scene_9	328b	0:17:14.313333	0:00:01.656667	नो सर।	non-humor	Keshu,u328a
Scene_9	329	0:17:16.450000	0:00:03.680000	वो हमारी पड़ोसन है ना पिंकी आंटी उनकी भांजी है।	non-humor	Keshu,u328a
Scene_9	330	0:17:21.570000	0:00:02.720000	कुलकर्णी, मुझे तो अभी तक यकीन नहीं हो रहा है	non-humor	Keshu's boss,u329
Scene_9	331	0:17:24.370000	0:00:02.720000	कि तुम इतनी जल्दी अपनी बीवी से हांथ धो बैठोगे!	non-humor	Keshu's boss,u329
Scene_9	332	0:17:30.770000	0:00:01.200000	कुछ नहीं था, सर।	non-humor	Keshu,u331
Scene_9	333	0:17:32.010000	0:00:01.880000	हट्टी कट्टी तगड़ी थी, सर।	non-humor	Keshu,u331
Scene_9	334	0:17:35.090000	0:00:02.400000	हस्ते खेलते तीर्थ यात्रा पर गई।	humor	Keshu,u331
Scene_9	335	0:17:37.890000	0:00:03.600000	हस्ते खेलते बरफीली हिमालय की चोटी पर चढ़ भी गई।	humor	Keshu,u331
Scene_9	336	0:17:42.050000	0:00:02.640000	हस्ते खेलते वहाँ से नीचे देख रही थी।	humor	Keshu,u331
Scene_9	337	0:17:45.090000	0:00:03.520000	हस्ता खेलता उड़ता उड़ता एक परिंदा आया धक्का लगा	humor	Keshu,u331
Scene_9	338	0:17:48.690000	0:00:02.640000	और मेरी, कोकी, गई।	humor	Keshu,u331
Scene_9	339	0:17:51.410000	0:00:01.120000	थर्ड क्लास!	non-humor	Keshu's boss,u338
Scene_9	340	0:17:52.930000	0:00:01.360000	थर्ड क्लास आदमी हो तुम, कुलकर्णी!	non-humor	Keshu's boss,u338
Scene_9	341a	0:17:54.370000	0:00:00.742857	कब सुधरोगे तुम ?	non-humor	Keshu's boss,u338
Scene_9	341b	0:17:55.162857	0:00:01.207143	क्या हुआ सर?	non-humor	Keshu,u341a
Scene_9	342	0:17:57.210000	0:00:04.040000	ऐसे कोई भेजता है अपनी बीवी को तीर्थ यात्रा पर बरफीली चोटी पर।	humor	Keshu's boss,u341b
Scene_9	344	0:18:02.050000	0:00:02.320000	यू नो, आइस इज़ वेरी डेन्जरस!	humor	Keshu's boss,u341b
Scene_9	345	0:18:05.410000	0:00:03.360000	मैं तो मीसेज शर्मा को आज तक आइसक्रीम तक खाने नहीं देता हूं।	humor	Keshu's boss,u341b
Scene_9	346	0:18:09.130000	0:00:03.400000	अरे ऐसी पत्नियां बार बार नहीं मिलती, कुलकर्णी।	non-humor	Keshu's boss,u341b
Scene_9	347	0:18:13.890000	0:00:01.200000	ठीक है ना, गोखले?	humor	Keshu's boss,u341b
Scene_9	348	0:18:15.890000	0:00:01.040000	यश सर। राइट राइट..	non-humor	Gokhale,u347
Scene_9	349	0:18:19.170000	0:00:02.480000	और आइन्दा से ऐसी गलती मत करना!	humor	Keshu's boss,u348
Scene_9	350a	0:18:22.010000	0:00:00.564000	ओके सर।	non-humor	Gokhale,u349
Scene_9	350b	0:18:22.624000	0:00:01.266000	चलो, गोखले।	non-humor	Keshu's boss,u350a
Scene_9	351	0:18:25.090000	0:00:00.880000	रुको।	non-humor	Keshu's boss,u350a
Scene_9	352	0:18:27.730000	0:00:02.800000	कुलकर्णी, ये बरफीली चोटी है कहाँ?	non-humor	Keshu's boss,u350a
Scene_9	353	0:18:30.730000	0:00:02.280000	हिमाचल प्रदेश में होगी कहीं सर।	non-humor	Gokhale,u352
Scene_9	354	0:18:33.090000	0:00:03.280000	अरे वही तो, पता लगाओ और उसका पता मुझे लाकर दो।	non-humor	Keshu's boss,u353
Scene_9	355	0:18:36.450000	0:00:00.960000	क्यों सर?	non-humor	Gokhale,u354
Scene_9	356	0:18:37.650000	0:00:03.120000	मैं भी मीसेज शर्मा को तीर्थ यात्रा पर भेजना चाहता हूं।	humor	Keshu's boss,u355
Scene_9	357	0:18:43.530000	0:00:01.080000	चलो, गोखले।	non-humor	Keshu's boss,u350a
Scene_9	358	0:18:44.770000	0:00:01.480000	आप गाड़ी निकालो। मैं आता हूं..	humor	Gokhale,u357
Scene_9	359	0:18:46.730000	0:00:01.720000	पानी .. पानी पीकर आता हूं, सर।	humor	Gokhale,u357
Scene_9	360	0:18:54.010000	0:00:01.600000	सब ठीक हो जाएगा, कुलकर्णी।	non-humor	Gokhale,u357
Scene_9	361	0:19:13.330000	0:00:01	कुलकर्णी।	non-humor	Gokhale,u357
Scene_9	362a	0:19:14.570000	0:00:00.846857	ये नौकरानी कैसी है?	non-humor	Gokhale,u357
Scene_9	362b	0:19:15.466857	0:00:01.383143	अरे पता नहीं।	non-humor	Keshu,u361a
Scene_9	363	0:19:16.930000	0:00:01.360000	हमेशा घूंघट में रहती है।	non-humor	Keshu,u361a
Scene_9	364	0:19:18.370000	0:00:02.320000	नहीं नही फिर भी सकल तो देखी होगी।	non-humor	Gokhale,u363
Scene_9	365	0:19:20.770000	0:00:01.920000	अरे दिखाती ही नहीं। कैसे देखूं?	non-humor	Keshu,u364
Scene_9	366	0:19:22.930000	0:00:01.200000	हमेशा घूंघट में रहती है।	non-humor	Keshu,u364
Scene_9	367	0:19:28.050000	0:00:03.840000	कुलकर्णी, कहीं ये नौकरानी कोकी भाभी तो नहीं?	humor	Gokhale,u366
						
Scene_10	369	0:20:16.050000	0:00:02.320000	बाबू जी .. बाबू जी!	non-humor	Koki,u-
Scene_10	370	0:20:18.530000	0:00:01.600000	ई का कर रहे हैं? बाबू जी	non-humor	Koki,u-
Scene_10	371	0:20:20.370000	0:00:01.360000	मेरे घूंघट को क्यों हाथ लगाया?	humor	Koki,u-
Scene_10	372	0:20:21.810000	0:00:01.880000	मैं दुनिया को क्या मुंह दिखाउंगी!	humor	Koki,u-
Scene_10	373	0:20:23.770000	0:00:01.800000	ऐसे भी दुनिया को कहां मुंह दिखाती हो!	humor	Keshu,u372
Scene_10	374a	0:20:25.650000	0:00:01.216000	चिंटू चिंटू..	humor	Koki,u373
Scene_10	374b	0:20:26.916000	0:00:01.774000	चुप चुप चुप!	non-humor	Keshu,u374a
Scene_10	375	0:20:29.250000	0:00:01.120000	ज्यादा नाटक मत करो	non-humor	Keshu,u374a
Scene_10	376a	0:20:30.450000	0:00:01.314286	वरना जिन्दगी भर कवारी रह जाओगी।	non-humor	Keshu,u374a
Scene_10	376b	0:20:31.814286	0:00:00.635714	आ!	humor	Koki,u376a
Scene_10	377	0:20:33.490000	0:00:00.920000	हश ।।	non-humor	Keshu,u376b
Scene_10	378	0:20:35.490000	0:00:01.320000	हश ।।	humor	Keshu,u376b
Scene_10	379	0:20:37.130000	0:00:02.640000	चुप हो जाओ। सो जाओ! सो जाओ!	non-humor	Keshu,u376b
Scene_10	380	0:20:46.130000	0:00:01.600000	हश ।।	non-humor	Keshu,u376b